41.7148453,-86.2415115
41.7148476,-86.2415074
41.7148486,-86.2415037
41.7148464,-86.2414926
41.7148429,-86.2414745
41.7148382,-86.2414555
41.7148358,-86.2414488
41.714833,-86.2414444
41.714823,-86.2414392
41.7148121,-86.241433
41.7148073,-86.2414304
41.7148039,-86.2414295
41.714802,-86.2414283
41.714801,-86.2414205
41.7147994,-86.2414059
41.7147968,-86.2413839
41.714794,-86.241353
41.7147902,-86.2413065
41.7147868,-86.2412642
41.7147832,-86.2412178
41.7147794,-86.2411698
41.7147758,-86.241125
41.7147725,-86.2410876
41.7147693,-86.241055
41.7147679,-86.2410437
41.7147671,-86.241039
41.7147667,-86.2410374
41.7147666,-86.2410378
41.7147655,-86.241035
41.7147617,-86.2410239
41.7147575,-86.2410104
41.714755,-86.2410022
41.7147541,-86.2409984
41.7147566,-86.2409883
41.7147611,-86.2409723
41.7147657,-86.2409578
41.714767,-86.2409538
41.7147687,-86.2409502
41.7147753,-86.2409451
41.7147864,-86.2409365
41.7147967,-86.2409296
41.7148019,-86.240927
41.7148042,-86.2409263
41.714802,-86.2409322
41.714796,-86.2409445
41.7147863,-86.2409643
41.7147733,-86.2409913
41.7147557,-86.2410335
41.7147383,-86.2410716
41.7147189,-86.241113
41.7146981,-86.2411564
41.7146764,-86.2412007
41.7146482,-86.2412578
41.7146248,-86.2413043
41.7146011,-86.2413517
41.714577,-86.2413998
41.714547,-86.2414604
41.7145228,-86.2415091
41.7144986,-86.241558
41.7144746,-86.2416068
41.7144507,-86.2416556
41.7144271,-86.2417044
41.7143989,-86.2417636
41.7143792,-86.2418057
41.7143637,-86.2418396
41.7143533,-86.2418636
41.7143492,-86.2418741
41.7143476,-86.2418783
41.7143474,-86.2418793
41.7143481,-86.2418774
41.714349,-86.2418749
41.7143498,-86.2418722
41.7143502,-86.24187
41.7143504,-86.2418685
41.7143506,-86.2418673
41.7143505,-86.2418668
41.7143505,-86.241867
41.7143505,-86.2418671
41.7143506,-86.2418674
41.7143507,-86.2418678
41.7143509,-86.241868
41.7143509,-86.2418683
